Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option
P2070,Metal,1024,Medium,Yes,Land,1.843,Cornstarch Wrap
P2071,Metal,1268,Medium,Yes,Air,2.282,Paper Wrap
P2072,Glass,588,High,Yes,Land,0.882,Bio Bubble Wrap
P2073,Plastic,1111,Medium,Yes,Air,2.333,Recycled Cardboard
P2074,Glass,1339,Medium,Yes,Land,2.009,Bio Bubble Wrap
P2075,Plastic,1264,Medium,Yes,Air,2.654,Recycled Cardboard
P2076,Metal,1411,High,No,Air,2.54,Paper Wrap
P2077,Ceramic,1450,Medium,Yes,Air,1.74,Bio Bubble Wrap
P2078,Plastic,766,Medium,No,Land,1.609,Recycled Cardboard
P2079,Ceramic,1465,Medium,No,Sea,1.758,Bio Bubble Wrap
P2080,Paper,1903,Low,No,Sea,1.713,Paper Wrap
P2081,Metal,283,Medium,Yes,Sea,0.509,Recycled Cardboard
P2082,Ceramic,1559,Medium,Yes,Air,1.871,Bio Bubble Wrap
P2083,Glass,1023,Medium,No,Sea,1.534,Bio Bubble Wrap
P2084,Paper,1234,Low,Yes,Land,1.111,Paper Wrap
P2085,Metal,1187,Medium,Yes,Sea,2.137,Cornstarch Wrap
P2086,Metal,1024,Low,Yes,Land,1.843,Recycled Cardboard
P2087,Glass,181,High,Yes,Land,0.272,Bio Bubble Wrap
P2088,Bioplastic,697,Medium,Yes,Sea,0.488,Paper Wrap
P2089,Ceramic,1785,High,Yes,Air,2.142,Bio Bubble Wrap
P2090,Plastic,163,Low,Yes,Land,0.342,Recycled Cardboard
P2091,Metal,242,Medium,Yes,Land,0.436,Bio Bubble Wrap
P2092,Ceramic,1090,Low,Yes,Air,1.308,Bio Bubble Wrap
P2093,Plastic,1637,Low,Yes,Land,3.438,Recycled Cardboard
P2094,Paper,1544,Low,Yes,Sea,1.39,Paper Wrap
P2095,Ceramic,845,Low,Yes,Air,1.014,Bio Bubble Wrap
P2096,Plastic,391,Low,Yes,Land,0.821,Recycled Cardboard
P2097,Glass,194,Medium,Yes,Sea,0.291,Bio Bubble Wrap
P2098,Glass,1892,Low,Yes,Sea,2.838,Bio Bubble Wrap
P2099,Ceramic,103,Low,Yes,Sea,0.124,Bio Bubble Wrap
P2100,Glass,1194,Low,Yes,Sea,1.791,Bio Bubble Wrap
P2101,Paper,699,High,No,Land,0.629,Paper Wrap
P2102,Plastic,749,Low,No,Air,1.573,Recycled Cardboard
P2103,Plastic,1632,Low,Yes,Land,3.427,Recycled Cardboard
P2104,Glass,1277,Medium,Yes,Land,1.915,Bio Bubble Wrap
P2105,Plastic,313,High,Yes,Air,0.657,Recycled Cardboard
P2106,Metal,207,Medium,Yes,Land,0.373,Cornstarch Wrap
P2107,Paper,1150,Low,Yes,Air,1.035,Paper Wrap
P2108,Ceramic,359,High,Yes,Land,0.431,Bio Bubble Wrap
P2109,Bioplastic,1030,Low,Yes,Sea,0.721,Paper Wrap
P2110,Glass,666,Low,Yes,Sea,0.999,Bio Bubble Wrap
P2111,Glass,1329,Low,Yes,Sea,1.994,Bio Bubble Wrap
P2112,Bioplastic,979,High,Yes,Land,0.685,Paper Wrap
P2113,Plastic,1881,High,Yes,Sea,3.95,Recycled Cardboard
P2114,Bioplastic,911,Low,Yes,Sea,0.638,Paper Wrap
P2115,Glass,1803,High,No,Land,2.704,Bio Bubble Wrap
P2116,Bioplastic,1515,Low,Yes,Sea,1.06,Paper Wrap
P2117,Plastic,1850,High,Yes,Sea,3.885,Recycled Cardboard
P2118,Paper,1503,Low,Yes,Sea,1.353,Paper Wrap
P2119,Paper,1113,Low,Yes,Air,1.002,Paper Wrap
P2120,Glass,1425,Medium,Yes,Land,2.138,Bio Bubble Wrap
P2121,Metal,1881,Low,No,Sea,3.386,Cornstarch Wrap
P2122,Ceramic,1119,Medium,Yes,Sea,1.343,Bio Bubble Wrap
P2123,Glass,548,Medium,Yes,Air,0.822,Bio Bubble Wrap
P2124,Glass,1257,Low,No,Air,1.885,Bio Bubble Wrap
P2125,Metal,1626,High,Yes,Land,2.927,Paper Wrap
P2126,Paper,140,Low,Yes,Air,0.126,Paper Wrap
P2127,Metal,979,Medium,No,Air,1.762,Recycled Cardboard
P2128,Bioplastic,1442,Medium,Yes,Sea,1.009,Paper Wrap
P2129,Glass,1481,Low,Yes,Air,2.221,Bio Bubble Wrap
P2130,Paper,1527,Low,Yes,Air,1.374,Paper Wrap
P2131,Glass,139,Low,Yes,Sea,0.208,Bio Bubble Wrap
P2132,Glass,1985,Low,Yes,Sea,2.978,Bio Bubble Wrap
P2133,Glass,190,Medium,Yes,Sea,0.285,Bio Bubble Wrap
P2134,Plastic,916,Medium,Yes,Sea,1.924,Recycled Cardboard
P2135,Paper,446,High,Yes,Land,0.401,Paper Wrap
P2136,Glass,293,Medium,Yes,Sea,0.44,Bio Bubble Wrap
P2137,Bioplastic,1561,Medium,Yes,Land,1.093,Paper Wrap
P2138,Metal,769,Low,Yes,Air,1.384,Bio Bubble Wrap
P2139,Bioplastic,404,Low,No,Sea,0.283,Paper Wrap
P2140,Bioplastic,1917,Low,No,Land,1.342,Paper Wrap
P2141,Plastic,1738,Low,No,Sea,3.65,Recycled Cardboard
P2142,Ceramic,1206,Low,No,Land,1.447,Bio Bubble Wrap
P2143,Ceramic,735,Low,Yes,Sea,0.882,Bio Bubble Wrap
P2144,Glass,1416,Medium,Yes,Air,2.124,Bio Bubble Wrap
P2145,Bioplastic,1741,High,Yes,Air,1.219,Paper Wrap
P2146,Plastic,419,Low,Yes,Air,0.88,Recycled Cardboard
P2147,Ceramic,904,High,Yes,Sea,1.085,Bio Bubble Wrap
P2148,Plastic,719,Medium,Yes,Land,1.51,Recycled Cardboard
P2149,Paper,1239,Low,No,Air,1.115,Paper Wrap
P2150,Paper,1403,High,Yes,Air,1.263,Paper Wrap
P2151,Bioplastic,1072,Medium,Yes,Land,0.75,Paper Wrap
P2152,Ceramic,1813,High,Yes,Land,2.176,Bio Bubble Wrap
P2153,Plastic,1782,Medium,Yes,Air,3.742,Recycled Cardboard
P2154,Glass,1339,Medium,Yes,Land,2.009,Bio Bubble Wrap
P2155,Plastic,478,High,No,Sea,1.004,Recycled Cardboard
P2156,Glass,1979,Low,Yes,Air,2.969,Bio Bubble Wrap
P2157,Glass,505,Medium,Yes,Land,0.757,Bio Bubble Wrap
P2158,Metal,1600,Medium,Yes,Air,2.88,Mushroom Foam
P2159,Bioplastic,273,High,Yes,Land,0.191,Paper Wrap
P2160,Plastic,923,Medium,Yes,Air,1.938,Recycled Cardboard
P2161,Metal,1800,Medium,Yes,Air,3.24,Recycled Cardboard
P2162,Glass,1375,High,Yes,Land,2.062,Bio Bubble Wrap
P2163,Paper,428,Medium,Yes,Sea,0.385,Paper Wrap
P2164,Metal,299,Medium,Yes,Land,0.538,Cornstarch Wrap
P2165,Glass,852,Low,Yes,Sea,1.278,Bio Bubble Wrap
P2166,Paper,366,Low,Yes,Sea,0.329,Paper Wrap
P2167,Bioplastic,659,High,No,Air,0.461,Paper Wrap
P2168,Metal,656,Medium,Yes,Land,1.181,Paper Wrap
P2169,Plastic,111,Low,No,Sea,0.233,Recycled Cardboard
P2170,Metal,1906,Low,Yes,Sea,3.431,Paper Wrap
P2171,Plastic,1413,Medium,No,Sea,2.967,Recycled Cardboard
P2172,Ceramic,922,Low,Yes,Land,1.106,Bio Bubble Wrap
P2173,Bioplastic,1353,High,Yes,Sea,0.947,Paper Wrap
P2174,Ceramic,504,Low,Yes,Air,0.605,Bio Bubble Wrap
P2175,Metal,823,Low,Yes,Sea,1.481,Mushroom Foam
P2176,Ceramic,1647,High,Yes,Land,1.976,Bio Bubble Wrap
P2177,Ceramic,513,Medium,Yes,Air,0.616,Bio Bubble Wrap
P2178,Plastic,1028,Medium,Yes,Air,2.159,Recycled Cardboard
P2179,Bioplastic,771,Low,Yes,Land,0.54,Paper Wrap
P2180,Ceramic,1923,Low,Yes,Land,2.308,Bio Bubble Wrap
P2181,Glass,835,Low,Yes,Sea,1.252,Bio Bubble Wrap
P2182,Paper,1837,High,Yes,Air,1.653,Paper Wrap
P2183,Metal,1452,Low,Yes,Air,2.614,Paper Wrap
P2184,Metal,1803,Medium,Yes,Land,3.245,Recycled Cardboard
P2185,Glass,943,Low,Yes,Air,1.415,Bio Bubble Wrap
P2186,Paper,506,Low,No,Air,0.455,Paper Wrap
P2187,Bioplastic,321,Medium,Yes,Air,0.225,Paper Wrap
P2188,Ceramic,1698,Low,No,Sea,2.038,Bio Bubble Wrap
P2189,Metal,1945,Medium,Yes,Sea,3.501,Minimalist Pouch
P2190,Metal,454,Low,Yes,Sea,0.817,Minimalist Pouch
P2191,Metal,508,Medium,Yes,Land,0.914,Cornstarch Wrap
P2192,Plastic,1899,Medium,Yes,Land,3.988,Recycled Cardboard
P2193,Bioplastic,181,High,Yes,Air,0.127,Paper Wrap
P2194,Ceramic,161,Low,Yes,Air,0.193,Bio Bubble Wrap
P2195,Bioplastic,614,High,Yes,Land,0.43,Paper Wrap
P2196,Paper,1660,High,Yes,Air,1.494,Paper Wrap
P2197,Glass,1794,Medium,Yes,Sea,2.691,Bio Bubble Wrap
P2198,Ceramic,1890,Low,Yes,Land,2.268,Bio Bubble Wrap
P2199,Bioplastic,681,Low,Yes,Land,0.477,Paper Wrap
P2200,Ceramic,647,Medium,No,Sea,0.776,Bio Bubble Wrap
P2201,Bioplastic,1646,Low,Yes,Air,1.152,Paper Wrap
P2202,Plastic,757,Low,Yes,Sea,1.59,Recycled Cardboard
P2203,Plastic,1520,Medium,No,Land,3.192,Recycled Cardboard
P2204,Metal,1876,Low,Yes,Air,3.377,Paper Wrap
P2205,Plastic,404,Medium,Yes,Land,0.848,Recycled Cardboard
P2206,Paper,573,Medium,Yes,Land,0.516,Paper Wrap
P2207,Ceramic,888,Medium,Yes,Air,1.066,Bio Bubble Wrap
P2208,Plastic,761,Medium,Yes,Land,1.598,Recycled Cardboard
P2209,Paper,362,Medium,Yes,Sea,0.326,Paper Wrap
P2210,Metal,1557,Low,Yes,Land,2.803,Minimalist Pouch
P2211,Metal,148,Low,Yes,Air,0.266,Paper Wrap
P2212,Glass,189,Low,Yes,Land,0.283,Bio Bubble Wrap
P2213,Ceramic,1160,Low,No,Land,1.392,Bio Bubble Wrap
P2214,Paper,1453,Medium,Yes,Sea,1.308,Paper Wrap
P2215,Paper,1919,Medium,Yes,Air,1.727,Paper Wrap
P2216,Ceramic,723,Low,No,Air,0.868,Bio Bubble Wrap
P2217,Glass,537,High,Yes,Air,0.805,Bio Bubble Wrap
P2218,Glass,706,Low,Yes,Air,1.059,Bio Bubble Wrap
P2219,Ceramic,473,Medium,Yes,Air,0.568,Bio Bubble Wrap
P2220,Metal,214,Medium,No,Land,0.385,Cornstarch Wrap
P2221,Glass,991,Low,Yes,Land,1.486,Bio Bubble Wrap
P2222,Metal,806,Low,Yes,Sea,1.451,Bio Bubble Wrap
P2223,Metal,1736,Low,Yes,Air,3.125,Bio Bubble Wrap
P2224,Paper,873,Medium,Yes,Sea,0.786,Paper Wrap
P2225,Paper,968,Low,Yes,Air,0.871,Paper Wrap
P2226,Metal,561,Medium,Yes,Sea,1.01,Minimalist Pouch
P2227,Glass,1208,High,Yes,Land,1.812,Bio Bubble Wrap
P2228,Glass,1393,Medium,Yes,Air,2.09,Bio Bubble Wrap
P2229,Metal,503,Low,Yes,Sea,0.905,Mushroom Foam
P2230,Bioplastic,1404,Low,Yes,Sea,0.983,Paper Wrap
P2231,Metal,1232,Medium,Yes,Sea,2.218,Cornstarch Wrap
P2232,Glass,803,Low,Yes,Air,1.204,Bio Bubble Wrap
P2233,Ceramic,1822,Medium,Yes,Land,2.186,Bio Bubble Wrap
P2234,Bioplastic,951,Low,Yes,Air,0.666,Paper Wrap
P2235,Bioplastic,1237,High,Yes,Sea,0.866,Paper Wrap
P2236,Plastic,1312,Medium,Yes,Sea,2.755,Recycled Cardboard
P2237,Ceramic,711,Low,Yes,Land,0.853,Bio Bubble Wrap
P2238,Ceramic,1647,Medium,Yes,Air,1.976,Bio Bubble Wrap
P2239,Metal,1564,Low,No,Land,2.815,Bio Bubble Wrap
P2240,Plastic,123,Medium,Yes,Air,0.258,Recycled Cardboard
P2241,Paper,1393,Low,Yes,Sea,1.254,Paper Wrap
P2242,Plastic,348,Medium,Yes,Air,0.731,Recycled Cardboard
P2243,Paper,1731,Low,No,Land,1.558,Paper Wrap
P2244,Paper,474,Medium,Yes,Air,0.427,Paper Wrap
P2245,Ceramic,294,Low,Yes,Land,0.353,Bio Bubble Wrap
P2246,Plastic,1250,Low,Yes,Land,2.625,Recycled Cardboard
P2247,Glass,292,High,Yes,Sea,0.438,Bio Bubble Wrap
P2248,Metal,269,High,Yes,Sea,0.484,Cornstarch Wrap
P2249,Glass,300,Low,Yes,Air,0.45,Bio Bubble Wrap
P2250,Bioplastic,1119,High,Yes,Air,0.783,Paper Wrap
P2251,Metal,187,Medium,No,Land,0.337,Cornstarch Wrap
P2252,Bioplastic,509,Medium,Yes,Sea,0.356,Paper Wrap
P2253,Metal,1089,Low,Yes,Air,1.96,Minimalist Pouch
P2254,Plastic,788,High,No,Sea,1.655,Recycled Cardboard
P2255,Bioplastic,1953,Medium,Yes,Land,1.367,Paper Wrap
P2256,Metal,1784,Low,Yes,Air,3.211,Recycled Cardboard
P2257,Paper,1092,Low,Yes,Air,0.983,Paper Wrap
P2258,Glass,946,High,Yes,Land,1.419,Bio Bubble Wrap
P2259,Plastic,429,Medium,Yes,Air,0.901,Recycled Cardboard
P2260,Metal,944,Medium,Yes,Land,1.699,Mushroom Foam
P2261,Metal,258,Low,Yes,Air,0.464,Paper Wrap
P2262,Paper,1700,High,Yes,Land,1.53,Paper Wrap
P2263,Bioplastic,880,Low,Yes,Air,0.616,Paper Wrap
P2264,Bioplastic,915,Medium,Yes,Land,0.64,Paper Wrap
P2265,Metal,389,Low,Yes,Sea,0.7,Minimalist Pouch
P2266,Metal,1665,Low,No,Sea,2.997,Mushroom Foam
P2267,Bioplastic,1940,High,Yes,Sea,1.358,Paper Wrap
P2268,Glass,306,Low,No,Sea,0.459,Bio Bubble Wrap
P2269,Metal,1412,High,No,Sea,2.542,Minimalist Pouch
P2270,Bioplastic,227,Medium,Yes,Air,0.159,Paper Wrap
P2271,Ceramic,400,Low,No,Land,0.48,Bio Bubble Wrap
P2272,Plastic,1529,Low,Yes,Land,3.211,Recycled Cardboard
P2273,Bioplastic,391,Low,Yes,Land,0.274,Paper Wrap
P2274,Plastic,583,Medium,Yes,Air,1.224,Recycled Cardboard
P2275,Bioplastic,398,Low,No,Land,0.279,Paper Wrap
P2276,Glass,1449,Medium,Yes,Land,2.174,Bio Bubble Wrap
P2277,Bioplastic,284,Medium,Yes,Land,0.199,Paper Wrap
P2278,Bioplastic,974,Low,Yes,Sea,0.682,Paper Wrap
P2279,Bioplastic,1595,Medium,Yes,Land,1.117,Paper Wrap
P2280,Ceramic,845,Medium,Yes,Air,1.014,Bio Bubble Wrap
P2281,Plastic,1730,Medium,Yes,Sea,3.633,Recycled Cardboard
P2282,Ceramic,888,Medium,Yes,Air,1.066,Bio Bubble Wrap
P2283,Metal,365,Low,Yes,Sea,0.657,Paper Wrap
P2284,Plastic,643,Medium,Yes,Land,1.35,Recycled Cardboard
P2285,Metal,1121,Low,Yes,Sea,2.018,Bio Bubble Wrap
P2286,Bioplastic,321,Low,Yes,Sea,0.225,Paper Wrap
P2287,Glass,1619,Low,Yes,Land,2.429,Bio Bubble Wrap
P2288,Paper,610,High,Yes,Land,0.549,Paper Wrap
P2289,Ceramic,1099,High,Yes,Land,1.319,Bio Bubble Wrap
P2290,Ceramic,1853,Low,Yes,Sea,2.224,Bio Bubble Wrap
P2291,Paper,744,Medium,No,Sea,0.67,Paper Wrap
P2292,Paper,924,High,Yes,Land,0.832,Paper Wrap
P2293,Metal,1197,Low,Yes,Land,2.155,Cornstarch Wrap
P2294,Ceramic,1978,Low,Yes,Land,2.374,Bio Bubble Wrap
P2295,Bioplastic,578,Medium,No,Sea,0.405,Paper Wrap
P2296,Glass,917,Medium,Yes,Land,1.375,Bio Bubble Wrap
P2297,Bioplastic,1019,Low,Yes,Land,0.713,Paper Wrap
P2298,Bioplastic,1092,Low,No,Sea,0.764,Paper Wrap
P2299,Paper,854,Medium,Yes,Land,0.769,Paper Wrap
P2300,Bioplastic,1963,Medium,Yes,Air,1.374,Paper Wrap
P2301,Glass,106,Low,Yes,Sea,0.159,Bio Bubble Wrap
P2302,Plastic,559,Low,Yes,Air,1.174,Recycled Cardboard
P2303,Glass,245,High,No,Air,0.367,Bio Bubble Wrap
P2304,Glass,358,Low,No,Land,0.537,Bio Bubble Wrap
P2305,Bioplastic,1685,Medium,Yes,Air,1.179,Paper Wrap
P2306,Plastic,154,Low,Yes,Air,0.323,Recycled Cardboard
P2307,Bioplastic,1514,Medium,Yes,Air,1.06,Paper Wrap
P2308,Paper,1686,Medium,Yes,Air,1.517,Paper Wrap
P2309,Paper,940,Medium,Yes,Land,0.846,Paper Wrap
P2310,Glass,1148,High,Yes,Sea,1.722,Bio Bubble Wrap
P2311,Paper,1026,Low,Yes,Land,0.923,Paper Wrap
P2312,Glass,598,Medium,Yes,Land,0.897,Bio Bubble Wrap
P2313,Bioplastic,1916,Low,Yes,Air,1.341,Paper Wrap
P2314,Paper,1827,Low,Yes,Sea,1.644,Paper Wrap
P2315,Metal,1338,Medium,Yes,Sea,2.408,Cornstarch Wrap
P2316,Paper,270,High,No,Air,0.243,Paper Wrap
P2317,Plastic,456,Low,Yes,Sea,0.958,Recycled Cardboard
P2318,Metal,522,Medium,Yes,Sea,0.94,Mushroom Foam
P2319,Plastic,1667,Low,Yes,Air,3.501,Recycled Cardboard
P2320,Paper,445,High,Yes,Air,0.401,Paper Wrap
P2321,Ceramic,1017,Medium,No,Land,1.22,Bio Bubble Wrap
P2322,Paper,139,Low,Yes,Air,0.125,Paper Wrap
P2323,Paper,452,High,Yes,Air,0.407,Paper Wrap
P2324,Metal,390,Medium,Yes,Sea,0.702,Paper Wrap
P2325,Ceramic,415,Medium,Yes,Air,0.498,Bio Bubble Wrap
P2326,Plastic,700,High,No,Land,1.47,Recycled Cardboard
P2327,Metal,1423,Medium,Yes,Land,2.561,Mushroom Foam
P2328,Glass,1670,Low,Yes,Sea,2.505,Bio Bubble Wrap
P2329,Bioplastic,360,Low,Yes,Land,0.252,Paper Wrap
P2330,Plastic,1094,Medium,Yes,Land,2.297,Recycled Cardboard
P2331,Plastic,1841,Low,Yes,Land,3.866,Recycled Cardboard
P2332,Ceramic,1265,Low,Yes,Sea,1.518,Bio Bubble Wrap
P2333,Metal,522,Medium,Yes,Land,0.94,Minimalist Pouch
P2334,Glass,740,Medium,Yes,Air,1.11,Bio Bubble Wrap
P2335,Ceramic,1558,Medium,No,Land,1.87,Bio Bubble Wrap
P2336,Ceramic,345,Medium,Yes,Air,0.414,Bio Bubble Wrap
P2337,Paper,554,Low,Yes,Land,0.499,Paper Wrap
P2338,Glass,657,Low,Yes,Air,0.986,Bio Bubble Wrap
P2339,Bioplastic,616,Low,No,Sea,0.431,Paper Wrap
P2340,Bioplastic,1281,High,Yes,Air,0.897,Paper Wrap
P2341,Plastic,360,High,Yes,Land,0.756,Recycled Cardboard
P2342,Bioplastic,1194,Medium,Yes,Sea,0.836,Paper Wrap
P2343,Plastic,416,Medium,Yes,Sea,0.874,Recycled Cardboard
P2344,Ceramic,189,Low,Yes,Air,0.227,Bio Bubble Wrap
P2345,Plastic,1579,Low,Yes,Sea,3.316,Recycled Cardboard
P2346,Bioplastic,1095,Medium,Yes,Land,0.766,Paper Wrap
P2347,Glass,1314,Low,Yes,Air,1.971,Bio Bubble Wrap
P2348,Plastic,190,Medium,Yes,Air,0.399,Recycled Cardboard
P2349,Ceramic,1113,High,Yes,Land,1.336,Bio Bubble Wrap
P2350,Glass,1738,Low,Yes,Land,2.607,Bio Bubble Wrap
P2351,Plastic,1755,Medium,Yes,Air,3.686,Recycled Cardboard
P2352,Plastic,223,High,Yes,Sea,0.468,Recycled Cardboard
P2353,Paper,386,Low,Yes,Land,0.347,Paper Wrap
P2354,Ceramic,1203,Low,Yes,Land,1.444,Bio Bubble Wrap
P2355,Metal,482,Medium,Yes,Air,0.868,Bio Bubble Wrap
P2356,Bioplastic,1916,Medium,No,Land,1.341,Paper Wrap
P2357,Ceramic,772,Medium,Yes,Air,0.926,Bio Bubble Wrap
P2358,Plastic,198,Low,Yes,Sea,0.416,Recycled Cardboard
P2359,Plastic,455,Low,Yes,Land,0.956,Recycled Cardboard
P2360,Bioplastic,1433,Medium,Yes,Land,1.003,Paper Wrap
P2361,Glass,616,Medium,Yes,Air,0.924,Bio Bubble Wrap
P2362,Paper,1476,Medium,Yes,Land,1.328,Paper Wrap
P2363,Metal,1285,High,Yes,Land,2.313,Recycled Cardboard
P2364,Ceramic,329,Medium,Yes,Land,0.395,Bio Bubble Wrap
P2365,Bioplastic,1016,High,Yes,Sea,0.711,Paper Wrap
P2366,Ceramic,1145,Medium,Yes,Land,1.374,Bio Bubble Wrap
P2367,Glass,626,Low,Yes,Sea,0.939,Bio Bubble Wrap
P2368,Plastic,462,High,Yes,Land,0.97,Recycled Cardboard
P2369,Paper,1411,Medium,Yes,Air,1.27,Paper Wrap
P2370,Bioplastic,710,Medium,No,Air,0.497,Paper Wrap
P2371,Plastic,1572,High,Yes,Sea,3.301,Recycled Cardboard
P2372,Glass,1769,Medium,Yes,Air,2.654,Bio Bubble Wrap
P2373,Glass,1072,Medium,Yes,Sea,1.608,Bio Bubble Wrap
P2374,Metal,1062,Medium,No,Land,1.912,Mushroom Foam
P2375,Ceramic,1072,High,Yes,Sea,1.286,Bio Bubble Wrap
P2376,Plastic,1335,High,Yes,Land,2.804,Recycled Cardboard
P2377,Metal,597,Low,Yes,Air,1.075,Bio Bubble Wrap
P2378,Glass,410,Medium,No,Land,0.615,Bio Bubble Wrap
P2379,Metal,193,High,No,Land,0.347,Bio Bubble Wrap
P2380,Metal,1699,Low,Yes,Sea,3.058,Bio Bubble Wrap
P2381,Bioplastic,1541,Medium,Yes,Land,1.079,Paper Wrap
P2382,Glass,1757,Medium,Yes,Land,2.635,Bio Bubble Wrap
P2383,Plastic,790,Low,No,Land,1.659,Recycled Cardboard
P2384,Metal,1215,High,Yes,Air,2.187,Bio Bubble Wrap
P2385,Metal,198,Low,Yes,Air,0.356,Bio Bubble Wrap
P2386,Metal,1938,High,Yes,Sea,3.488,Paper Wrap
P2387,Paper,1492,Medium,Yes,Sea,1.343,Paper Wrap
P2388,Glass,382,Medium,Yes,Sea,0.573,Bio Bubble Wrap
P2389,Paper,1077,High,Yes,Air,0.969,Paper Wrap
P2390,Paper,1252,Low,Yes,Air,1.127,Paper Wrap
P2391,Plastic,943,Low,Yes,Air,1.98,Recycled Cardboard
P2392,Metal,595,High,Yes,Land,1.071,Minimalist Pouch
P2393,Glass,758,Low,Yes,Land,1.137,Bio Bubble Wrap
P2394,Paper,917,High,Yes,Air,0.825,Paper Wrap
P2395,Bioplastic,551,High,Yes,Land,0.386,Paper Wrap
P2396,Ceramic,1067,Low,No,Land,1.28,Bio Bubble Wrap
P2397,Metal,1045,Low,Yes,Sea,1.881,Recycled Cardboard
P2398,Metal,653,Low,No,Sea,1.175,Minimalist Pouch
P2399,Glass,1655,Medium,Yes,Sea,2.482,Bio Bubble Wrap
P2400,Bioplastic,1195,High,Yes,Sea,0.837,Paper Wrap
P2401,Plastic,1616,High,No,Air,3.394,Recycled Cardboard
P2402,Plastic,1356,High,No,Land,2.848,Recycled Cardboard
P2403,Ceramic,1817,High,Yes,Air,2.18,Bio Bubble Wrap
P2404,Bioplastic,1272,Low,No,Air,0.89,Paper Wrap
P2405,Metal,701,High,No,Sea,1.262,Recycled Cardboard
P2406,Metal,1176,High,Yes,Air,2.117,Cornstarch Wrap
P2407,Metal,1123,High,Yes,Sea,2.021,Mushroom Foam
P2408,Paper,559,Low,Yes,Land,0.503,Paper Wrap
P2409,Ceramic,1942,Low,Yes,Land,2.33,Bio Bubble Wrap
P2410,Bioplastic,939,Low,Yes,Sea,0.657,Paper Wrap
P2411,Bioplastic,796,Medium,Yes,Air,0.557,Paper Wrap
P2412,Ceramic,1435,Low,Yes,Air,1.722,Bio Bubble Wrap
P2413,Metal,227,Medium,Yes,Land,0.409,Bio Bubble Wrap
P2414,Metal,1620,High,Yes,Land,2.916,Paper Wrap
P2415,Metal,1456,Medium,Yes,Land,2.621,Paper Wrap
P2416,Plastic,727,Medium,Yes,Sea,1.527,Recycled Cardboard
P2417,Metal,1751,High,Yes,Air,3.152,Mushroom Foam
P2418,Plastic,1827,Medium,No,Air,3.837,Recycled Cardboard
P2419,Paper,1667,Low,No,Land,1.5,Paper Wrap
P2420,Metal,1264,Low,Yes,Land,2.275,Bio Bubble Wrap
P2421,Bioplastic,1876,Low,Yes,Air,1.313,Paper Wrap
P2422,Plastic,487,Low,Yes,Land,1.023,Recycled Cardboard
P2423,Metal,1189,High,Yes,Air,2.14,Recycled Cardboard
P2424,Ceramic,1871,Low,Yes,Air,2.245,Bio Bubble Wrap
P2425,Plastic,1619,Medium,Yes,Air,3.4,Recycled Cardboard
P2426,Ceramic,1145,Medium,Yes,Air,1.374,Bio Bubble Wrap
P2427,Bioplastic,1217,Medium,Yes,Land,0.852,Paper Wrap
P2428,Ceramic,1313,Medium,Yes,Sea,1.576,Bio Bubble Wrap
P2429,Glass,1756,Medium,No,Sea,2.634,Bio Bubble Wrap
P2430,Bioplastic,302,Medium,Yes,Land,0.211,Paper Wrap
P2431,Glass,150,Medium,Yes,Sea,0.225,Bio Bubble Wrap
P2432,Plastic,1304,Medium,Yes,Sea,2.738,Recycled Cardboard
P2433,Plastic,1014,Low,Yes,Land,2.129,Recycled Cardboard
P2434,Bioplastic,1446,Low,Yes,Air,1.012,Paper Wrap
P2435,Glass,990,Medium,Yes,Land,1.485,Bio Bubble Wrap
P2436,Bioplastic,1276,Medium,Yes,Sea,0.893,Paper Wrap
P2437,Ceramic,1061,Medium,Yes,Land,1.273,Bio Bubble Wrap
P2438,Plastic,1647,High,Yes,Land,3.459,Recycled Cardboard
P2439,Metal,166,Medium,Yes,Sea,0.299,Paper Wrap
P2440,Ceramic,1160,High,Yes,Land,1.392,Bio Bubble Wrap
P2441,Glass,1847,Low,Yes,Air,2.771,Bio Bubble Wrap
P2442,Plastic,1584,High,Yes,Land,3.326,Recycled Cardboard
P2443,Ceramic,860,Low,Yes,Sea,1.032,Bio Bubble Wrap
P2444,Paper,231,High,Yes,Air,0.208,Paper Wrap
P2445,Metal,810,Medium,Yes,Land,1.458,Bio Bubble Wrap
P2446,Bioplastic,1015,Medium,Yes,Air,0.711,Paper Wrap
P2447,Bioplastic,1091,Low,Yes,Sea,0.764,Paper Wrap
P2448,Bioplastic,248,Medium,Yes,Sea,0.174,Paper Wrap
P2449,Paper,384,Medium,Yes,Sea,0.346,Paper Wrap
P2450,Paper,1001,High,Yes,Sea,0.901,Paper Wrap
P2451,Bioplastic,136,Medium,Yes,Land,0.095,Paper Wrap
P2452,Glass,684,Medium,Yes,Air,1.026,Bio Bubble Wrap
P2453,Ceramic,1577,Low,Yes,Sea,1.892,Bio Bubble Wrap
P2454,Metal,1605,Low,Yes,Sea,2.889,Mushroom Foam
P2455,Paper,1386,High,Yes,Air,1.247,Paper Wrap
P2456,Plastic,377,High,Yes,Air,0.792,Recycled Cardboard
P2457,Bioplastic,284,Low,Yes,Sea,0.199,Paper Wrap
P2458,Plastic,207,Low,Yes,Air,0.435,Recycled Cardboard
P2459,Paper,1996,High,Yes,Land,1.796,Paper Wrap
