Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option,Cost_per_unit,Biodegradability_Score,Strength_Score,Product_Category,CO2_Impact_Index,Cost_Efficiency_Index,Recyclable_Binary,Material_Suitability_Score
P1657,Plastic,1002,Low,Yes,Sea,2.104,Recycled Cardboard,0.45,10,65,E-Commerce,49.86,77.5,1,49.83
P1658,Plastic,1936,Low,Yes,Sea,4.066,Recycled Cardboard,0.5,10,65,E-Commerce,3.1,75.0,1,35.18
P1659,Metal,1359,Low,No,Air,2.446,Recycled Cardboard,0.52,5,65,Industrial,41.71,74.0,0,45.26
P1660,Bioplastic,1983,Medium,Yes,Air,1.388,Paper Wrap,0.28,80,40,Pharma & Health,66.92,86.0,1,69.58
P1661,Ceramic,1909,Low,Yes,Air,2.291,Bio Bubble Wrap,0.86,20,70,Home & Decor,45.4,57.0,1,46.87
P1662,Metal,1975,Medium,No,Land,3.555,Paper Wrap,0.38,5,40,Industrial,15.28,81.0,0,34.08
P1663,Ceramic,1373,Low,Yes,Sea,1.648,Bio Bubble Wrap,0.85,20,70,Home & Decor,60.72,57.5,1,51.59
P1664,Metal,688,Low,No,Land,1.238,Recycled Cardboard,0.8,5,65,Industrial,70.5,60.0,0,50.4
P1665,Ceramic,1393,Low,Yes,Sea,1.672,Bio Bubble Wrap,1.1,20,70,Home & Decor,60.15,45.0,1,48.3
P1666,Paper,935,High,Yes,Land,0.842,Paper Wrap,0.16,95,40,Food & Beverage,79.93,92.0,1,78.73
P1667,Bioplastic,973,Medium,Yes,Air,0.681,Paper Wrap,0.38,80,40,Pharma & Health,83.77,81.0,1,73.38
P1668,Ceramic,1437,Medium,Yes,Land,1.724,Bio Bubble Wrap,0.58,20,70,Home & Decor,58.91,71.0,1,54.42
P1669,Paper,1167,Medium,No,Air,1.05,Paper Wrap,0.35,95,40,Food & Beverage,74.98,82.5,0,74.87
P1670,Ceramic,561,Medium,Yes,Land,0.673,Bio Bubble Wrap,0.77,20,70,Home & Decor,83.96,61.5,1,59.56
P1671,Metal,1841,High,No,Air,3.314,Mushroom Foam,1.85,5,75,Electronics,21.02,7.5,0,24.43
P1672,Glass,537,Medium,Yes,Air,0.805,Bio Bubble Wrap,1.11,15,70,Home & Decor,80.82,44.5,1,53.12
P1673,Ceramic,1330,Medium,Yes,Sea,1.596,Bio Bubble Wrap,1.06,20,70,Home & Decor,61.96,47.0,1,49.34
P1674,Plastic,810,Medium,No,Land,1.701,Recycled Cardboard,0.7,10,65,Cosmetics,59.46,65.0,0,49.59
P1675,Bioplastic,126,Low,Yes,Land,0.088,Paper Wrap,0.19,80,40,Pharma & Health,97.9,90.5,1,80.0
P1676,Bioplastic,888,High,Yes,Sea,0.622,Paper Wrap,0.12,80,40,Pharma & Health,85.18,94.0,1,77.05
P1677,Paper,1954,Low,Yes,Sea,1.759,Paper Wrap,0.22,95,40,Food & Beverage,58.08,89.0,1,71.42
P1678,Plastic,561,Low,Yes,Land,1.178,Recycled Cardboard,0.39,10,65,E-Commerce,71.93,80.5,1,57.2
P1679,Bioplastic,1311,Low,Yes,Sea,0.918,Paper Wrap,0.31,80,40,Pharma & Health,78.12,84.5,1,72.56
P1680,Plastic,1352,Low,Yes,Sea,2.839,Recycled Cardboard,0.47,10,65,E-Commerce,32.34,76.5,1,44.33
P1681,Bioplastic,937,High,Yes,Land,0.656,Paper Wrap,0.39,80,40,Pharma & Health,84.37,80.5,1,73.44
P1682,Metal,795,Medium,Yes,Sea,1.431,Paper Wrap,0.29,5,40,Industrial,65.9,85.5,1,50.4
P1683,Plastic,870,Low,Yes,Sea,1.827,Recycled Cardboard,0.71,10,65,E-Commerce,56.46,64.5,1,48.56
P1684,Ceramic,1997,Medium,No,Sea,2.396,Bio Bubble Wrap,0.59,20,70,Home & Decor,42.9,70.5,0,49.5
P1685,Metal,1916,Medium,Yes,Sea,3.449,Bio Bubble Wrap,1.1,5,70,Industrial,17.8,45.0,1,31.84
P1686,Ceramic,1055,Medium,Yes,Sea,1.266,Bio Bubble Wrap,1.15,20,70,Home & Decor,69.83,42.5,1,50.57
P1687,Glass,709,Low,Yes,Air,1.063,Bio Bubble Wrap,0.84,15,70,Home & Decor,74.67,58.0,1,54.65
P1688,Ceramic,804,High,Yes,Sea,0.965,Bio Bubble Wrap,0.92,20,70,Home & Decor,77.0,54.0,1,55.6
P1689,Paper,747,Low,Yes,Sea,0.672,Paper Wrap,0.33,95,40,Food & Beverage,83.98,83.5,1,77.82
P1690,Bioplastic,128,Low,Yes,Land,0.09,Paper Wrap,0.15,80,40,Pharma & Health,97.86,92.5,1,80.48
P1691,Paper,735,Low,Yes,Air,0.661,Paper Wrap,0.25,95,40,Food & Beverage,84.25,87.5,1,78.9
P1692,Bioplastic,1310,Medium,Yes,Air,0.917,Paper Wrap,0.22,80,40,Pharma & Health,78.15,89.0,1,73.69
P1693,Metal,1971,Medium,Yes,Air,3.548,Minimalist Pouch,0.26,5,50,Industrial,15.44,87.0,1,37.63
P1694,Ceramic,176,Medium,No,Air,0.211,Bio Bubble Wrap,0.76,20,70,Home & Decor,94.97,62.0,0,62.99
P1695,Metal,1672,Medium,Yes,Sea,3.01,Cornstarch Wrap,0.66,5,55,Industrial,28.27,67.0,1,37.48
P1696,Paper,1328,Low,No,Air,1.195,Paper Wrap,0.11,95,40,Food & Beverage,71.52,94.5,0,76.83
P1697,Plastic,132,Low,No,Land,0.277,Recycled Cardboard,0.37,10,65,E-Commerce,93.4,81.5,0,63.9
P1698,Metal,1910,Medium,Yes,Air,3.438,Minimalist Pouch,0.59,5,50,Industrial,18.06,70.5,1,34.29
P1699,Plastic,155,Medium,Yes,Land,0.326,Recycled Cardboard,0.57,10,65,Cosmetics,92.23,71.5,1,61.04
P1700,Metal,1897,Medium,Yes,Sea,3.415,Bio Bubble Wrap,1.18,5,70,Industrial,18.61,41.0,1,31.08
P1701,Glass,1247,High,Yes,Sea,1.871,Bio Bubble Wrap,0.8,15,70,Home & Decor,55.41,60.0,1,49.37
P1702,Metal,785,High,No,Air,1.413,Cornstarch Wrap,0.88,5,55,Electronics,66.33,56.0,0,46.15
P1703,Paper,1625,Low,Yes,Sea,1.462,Paper Wrap,0.25,95,40,Food & Beverage,65.16,87.5,1,73.17
P1704,Bioplastic,833,Medium,Yes,Land,0.583,Paper Wrap,0.23,80,40,Pharma & Health,86.11,88.5,1,75.96
P1705,Bioplastic,1978,Medium,Yes,Air,1.385,Paper Wrap,0.13,80,40,Pharma & Health,66.99,93.5,1,71.47
P1706,Bioplastic,1296,High,Yes,Land,0.907,Paper Wrap,0.29,80,40,Pharma & Health,78.38,85.5,1,72.89
P1707,Bioplastic,624,Medium,Yes,Air,0.437,Paper Wrap,0.16,80,40,Pharma & Health,89.59,92.0,1,77.88
P1708,Ceramic,585,Low,Yes,Air,0.702,Bio Bubble Wrap,0.93,20,70,Home & Decor,83.27,53.5,1,57.36
P1709,Bioplastic,1264,Medium,Yes,Air,0.885,Paper Wrap,0.3,80,40,Pharma & Health,78.91,85.0,1,72.92
P1710,Ceramic,1501,Medium,Yes,Sea,1.801,Bio Bubble Wrap,0.61,20,70,Home & Decor,57.08,69.5,1,53.5
P1711,Ceramic,801,Medium,No,Land,0.961,Bio Bubble Wrap,0.54,20,70,Home & Decor,77.1,73.0,0,60.38
P1712,Metal,1634,Low,No,Air,2.941,Cornstarch Wrap,1.3,5,55,Industrial,29.91,35.0,0,29.97
P1713,Ceramic,1619,Low,Yes,Land,1.943,Bio Bubble Wrap,0.82,20,70,Home & Decor,53.69,59.0,1,49.86
P1714,Ceramic,1230,Medium,Yes,Air,1.476,Bio Bubble Wrap,0.54,20,70,Home & Decor,64.82,73.0,1,56.7
P1715,Plastic,815,Low,Yes,Sea,1.712,Recycled Cardboard,0.8,10,65,E-Commerce,59.2,60.0,1,48.26
P1716,Plastic,1692,Low,Yes,Sea,3.553,Recycled Cardboard,0.33,10,65,E-Commerce,15.32,83.5,1,40.97
P1717,Bioplastic,831,Medium,Yes,Land,0.582,Paper Wrap,0.31,80,40,Pharma & Health,86.13,84.5,1,74.96
P1718,Bioplastic,530,High,Yes,Sea,0.371,Paper Wrap,0.4,80,40,Pharma & Health,91.16,80.0,1,75.35
P1719,Paper,1457,Medium,Yes,Sea,1.311,Paper Wrap,0.17,95,40,Food & Beverage,68.76,91.5,1,75.25
P1720,Metal,671,Low,Yes,Air,1.208,Minimalist Pouch,0.26,5,50,Industrial,71.21,87.0,1,54.36
P1721,Ceramic,1720,Medium,No,Land,2.064,Bio Bubble Wrap,0.58,20,70,Home & Decor,50.81,71.0,0,51.99
P1722,Metal,963,Low,Yes,Land,1.733,Minimalist Pouch,0.32,5,50,Industrial,58.7,84.0,1,49.86
P1723,Ceramic,1148,Low,Yes,Air,1.378,Bio Bubble Wrap,0.57,20,70,Home & Decor,67.16,71.5,1,57.02
P1724,Plastic,1002,Low,Yes,Sea,2.104,Recycled Cardboard,0.65,10,65,E-Commerce,49.86,67.5,1,47.33
P1725,Plastic,1734,Low,No,Air,3.641,Recycled Cardboard,0.33,10,65,E-Commerce,13.23,83.5,0,40.34
P1726,Ceramic,261,Low,Yes,Sea,0.313,Bio Bubble Wrap,0.86,20,70,Home & Decor,92.54,57.0,1,61.01
P1727,Bioplastic,1885,Low,Yes,Land,1.319,Paper Wrap,0.4,80,40,Pharma & Health,68.57,80.0,1,68.57
P1728,Ceramic,1543,Low,Yes,Land,1.852,Bio Bubble Wrap,1.07,20,70,Home & Decor,55.86,46.5,1,47.38
P1729,Ceramic,1825,Low,Yes,Sea,2.19,Bio Bubble Wrap,0.93,20,70,Home & Decor,47.81,53.5,1,46.72
P1730,Bioplastic,855,Low,Yes,Land,0.599,Paper Wrap,0.19,80,40,Pharma & Health,85.72,90.5,1,76.34
P1731,Plastic,1603,Medium,Yes,Sea,3.366,Recycled Cardboard,0.61,10,65,Cosmetics,19.78,69.5,1,38.81
P1732,Metal,1645,Low,Yes,Land,2.961,Cornstarch Wrap,1.07,5,55,Industrial,29.43,46.5,1,32.7
P1733,Bioplastic,196,Low,No,Land,0.137,Paper Wrap,0.23,80,40,Pharma & Health,96.73,88.5,0,79.14
P1734,Paper,1850,Low,No,Air,1.665,Paper Wrap,0.14,95,40,Food & Beverage,60.32,93.0,0,73.1
P1735,Glass,689,High,Yes,Land,1.034,Bio Bubble Wrap,1.12,15,70,Home & Decor,75.36,44.0,1,51.36
P1736,Glass,1951,Medium,Yes,Air,2.926,Bio Bubble Wrap,0.81,15,70,Home & Decor,30.27,59.5,1,41.71
P1737,Bioplastic,705,Low,Yes,Land,0.493,Paper Wrap,0.16,80,40,Pharma & Health,88.25,92.0,1,77.47
P1738,Metal,1739,High,Yes,Land,3.13,Recycled Cardboard,0.48,5,65,Electronics,25.41,76.0,1,40.87
P1739,Bioplastic,1915,Medium,Yes,Land,1.341,Paper Wrap,0.22,80,40,Pharma & Health,68.04,89.0,1,70.66
P1740,Glass,596,Medium,Yes,Air,0.894,Bio Bubble Wrap,1.08,15,70,Home & Decor,78.69,46.0,1,52.86
P1741,Plastic,1006,High,Yes,Sea,2.113,Recycled Cardboard,0.67,10,65,E-Commerce,49.64,66.5,1,47.02
P1742,Metal,1835,High,No,Sea,3.303,Mushroom Foam,1.72,5,75,Electronics,21.28,14.0,0,26.13
P1743,Ceramic,349,Low,No,Land,0.419,Bio Bubble Wrap,0.51,20,70,Home & Decor,90.01,74.5,0,64.63
P1744,Plastic,1069,Medium,Yes,Land,2.245,Recycled Cardboard,0.51,10,65,Cosmetics,46.5,74.5,1,48.08
P1745,Ceramic,1110,Low,Yes,Land,1.332,Bio Bubble Wrap,0.84,20,70,Home & Decor,68.26,58.0,1,53.98
P1746,Metal,903,Low,Yes,Air,1.625,Minimalist Pouch,0.21,5,50,Industrial,61.27,89.5,1,52.01
P1747,Paper,1922,Low,No,Air,1.73,Paper Wrap,0.18,95,40,Food & Beverage,58.77,91.0,0,72.13
P1748,Ceramic,1997,Low,No,Land,2.396,Bio Bubble Wrap,1.03,20,70,Home & Decor,42.9,48.5,0,44.0
P1749,Plastic,1847,Medium,Yes,Air,3.879,Recycled Cardboard,0.37,10,65,Cosmetics,7.55,81.5,1,38.14
P1750,Bioplastic,334,Medium,Yes,Land,0.234,Paper Wrap,0.26,80,40,Pharma & Health,94.42,87.0,1,78.08
P1751,Bioplastic,1752,Medium,Yes,Land,1.226,Paper Wrap,0.16,80,40,Pharma & Health,70.78,92.0,1,72.23
P1752,Plastic,630,High,Yes,Sea,1.323,Recycled Cardboard,0.31,10,65,E-Commerce,68.47,84.5,1,57.17
P1753,Paper,143,Medium,Yes,Sea,0.129,Paper Wrap,0.17,95,40,Food & Beverage,96.93,91.5,1,83.7
P1754,Plastic,1550,High,Yes,Land,3.255,Recycled Cardboard,0.79,10,65,E-Commerce,22.43,60.5,1,37.35
P1755,Plastic,1447,Low,Yes,Air,3.039,Recycled Cardboard,0.7,10,65,E-Commerce,27.57,65.0,1,40.02
P1756,Metal,549,Medium,Yes,Air,0.988,Recycled Cardboard,0.78,5,65,Industrial,76.45,61.0,1,52.44
P1757,Metal,574,Low,No,Sea,1.033,Bio Bubble Wrap,0.84,5,70,Industrial,75.38,58.0,0,52.36
P1758,Paper,173,Low,Yes,Air,0.156,Paper Wrap,0.13,95,40,Food & Beverage,96.28,93.5,1,84.01
P1759,Ceramic,903,Low,Yes,Land,1.084,Bio Bubble Wrap,0.88,20,70,Home & Decor,74.17,56.0,1,55.25
P1760,Plastic,1871,High,Yes,Air,3.929,Recycled Cardboard,0.53,10,65,E-Commerce,6.36,73.5,1,35.78
P1761,Bioplastic,1258,Medium,Yes,Air,0.881,Paper Wrap,0.35,80,40,Pharma & Health,79.0,82.5,1,72.32
P1762,Paper,507,Medium,Yes,Land,0.456,Paper Wrap,0.13,95,40,Food & Beverage,89.13,93.5,1,81.86
P1763,Plastic,1058,Low,No,Sea,2.222,Recycled Cardboard,0.54,10,65,E-Commerce,47.04,73.0,0,47.86
P1764,Metal,828,Medium,Yes,Air,1.49,Minimalist Pouch,0.26,5,50,Industrial,64.49,87.0,1,52.35
P1765,Metal,146,High,Yes,Sea,0.263,Recycled Cardboard,0.46,5,65,Electronics,93.73,77.0,1,61.62
P1766,Paper,880,Medium,Yes,Land,0.792,Paper Wrap,0.32,95,40,Food & Beverage,81.12,84.0,1,77.09
P1767,Paper,1295,High,Yes,Land,1.165,Paper Wrap,0.24,95,40,Food & Beverage,72.24,88.0,1,75.42
P1768,Plastic,819,Medium,Yes,Sea,1.72,Recycled Cardboard,0.49,10,65,Cosmetics,59.01,75.5,1,52.08
P1769,Plastic,450,High,Yes,Sea,0.945,Recycled Cardboard,0.5,10,65,E-Commerce,77.48,75.0,1,57.49
P1770,Bioplastic,633,Medium,Yes,Sea,0.443,Paper Wrap,0.24,80,40,Pharma & Health,89.44,88.0,1,76.83
P1771,Bioplastic,829,Low,Yes,Air,0.58,Paper Wrap,0.34,80,40,Pharma & Health,86.18,83.0,1,74.6
P1772,Plastic,662,Medium,Yes,Sea,1.39,Recycled Cardboard,0.75,10,65,Cosmetics,66.87,62.5,1,51.19
P1773,Glass,522,Medium,Yes,Land,0.783,Bio Bubble Wrap,1.17,15,70,Home & Decor,81.34,41.5,1,52.53
P1774,Plastic,1986,Low,No,Sea,4.171,Recycled Cardboard,0.69,10,65,E-Commerce,0.6,65.5,0,32.06
P1775,Plastic,1795,Medium,Yes,Land,3.769,Recycled Cardboard,0.46,10,65,Cosmetics,10.18,77.0,1,37.8
P1776,Paper,1203,High,Yes,Sea,1.083,Paper Wrap,0.31,95,40,Food & Beverage,74.19,84.5,1,75.13
P1777,Paper,1903,Low,Yes,Land,1.713,Paper Wrap,0.23,95,40,Food & Beverage,59.18,88.5,1,71.63
P1778,Bioplastic,1524,Medium,Yes,Land,1.067,Paper Wrap,0.18,80,40,Pharma & Health,74.57,91.0,1,73.12
P1779,Bioplastic,133,Low,No,Land,0.093,Paper Wrap,0.35,80,40,Pharma & Health,97.78,82.5,0,77.96
P1780,Plastic,512,Medium,Yes,Land,1.075,Recycled Cardboard,0.32,10,65,Cosmetics,74.38,84.0,1,58.81
P1781,Glass,741,High,Yes,Air,1.111,Bio Bubble Wrap,1.13,15,70,Home & Decor,73.52,43.5,1,50.68
P1782,Glass,342,Medium,Yes,Land,0.513,Bio Bubble Wrap,0.82,15,70,Home & Decor,87.77,59.0,1,58.83
P1783,Paper,1297,High,Yes,Air,1.167,Paper Wrap,0.29,95,40,Food & Beverage,72.19,85.5,1,74.78
P1784,Paper,1607,Medium,Yes,Air,1.446,Paper Wrap,0.3,95,40,Food & Beverage,65.54,85.0,1,72.66
P1785,Paper,1352,Medium,Yes,Land,1.217,Paper Wrap,0.37,95,40,Food & Beverage,71.0,81.5,1,73.42
P1786,Ceramic,593,High,Yes,Air,0.712,Bio Bubble Wrap,0.95,20,70,Home & Decor,83.03,52.5,1,57.03
P1787,Metal,1286,Low,Yes,Sea,2.315,Mushroom Foam,1.54,5,75,Industrial,44.83,23.0,1,35.45
P1788,Ceramic,1651,Low,Yes,Sea,1.981,Bio Bubble Wrap,0.55,20,70,Home & Decor,52.79,72.5,1,52.96
P1789,Ceramic,1248,High,Yes,Air,1.498,Bio Bubble Wrap,0.86,20,70,Home & Decor,64.3,57.0,1,52.54
P1790,Metal,555,High,No,Sea,0.999,Paper Wrap,0.15,5,40,Electronics,76.19,92.5,0,55.23
P1791,Paper,1277,Low,Yes,Air,1.149,Paper Wrap,0.32,95,40,Food & Beverage,72.62,84.0,1,74.54
P1792,Ceramic,1008,Medium,Yes,Land,1.21,Bio Bubble Wrap,0.86,20,70,Home & Decor,71.16,57.0,1,54.6
P1793,Glass,988,Low,No,Land,1.482,Bio Bubble Wrap,0.98,15,70,Home & Decor,64.68,51.0,0,49.9
P1794,Plastic,1990,Low,Yes,Land,4.179,Recycled Cardboard,0.32,10,65,E-Commerce,0.41,84.0,1,36.62
P1795,Ceramic,302,High,Yes,Land,0.362,Bio Bubble Wrap,0.56,20,70,Home & Decor,91.37,72.0,1,64.41
P1796,Paper,467,Medium,Yes,Sea,0.42,Paper Wrap,0.31,95,40,Food & Beverage,89.99,84.5,1,79.87
P1797,Ceramic,1872,Low,Yes,Land,2.246,Bio Bubble Wrap,0.55,20,70,Home & Decor,46.47,72.5,1,51.07
P1798,Paper,535,High,Yes,Land,0.481,Paper Wrap,0.12,95,40,Food & Beverage,88.54,94.0,1,81.81
P1799,Paper,1828,High,Yes,Sea,1.645,Paper Wrap,0.1,95,40,Food & Beverage,60.8,95.0,1,73.74
P1800,Metal,1908,Medium,Yes,Sea,3.434,Minimalist Pouch,0.58,5,50,Industrial,18.16,71.0,1,34.45
P1801,Paper,752,Low,No,Sea,0.677,Paper Wrap,0.32,95,40,Food & Beverage,83.87,84.0,0,77.91
P1802,Metal,1817,High,Yes,Land,3.271,Bio Bubble Wrap,0.75,5,70,Electronics,22.04,62.5,1,37.49
P1803,Bioplastic,921,Low,Yes,Sea,0.645,Paper Wrap,0.19,80,40,Pharma & Health,84.63,90.5,1,76.01
P1804,Bioplastic,1688,Medium,No,Air,1.182,Paper Wrap,0.2,80,40,Pharma & Health,71.83,90.0,0,72.05
P1805,Ceramic,1212,Low,No,Land,1.454,Bio Bubble Wrap,1.04,20,70,Home & Decor,65.35,48.0,0,50.6
P1806,Metal,1240,Medium,Yes,Air,2.232,Minimalist Pouch,0.46,5,50,Industrial,46.81,77.0,1,44.54
P1807,Plastic,1896,Low,Yes,Sea,3.982,Recycled Cardboard,0.39,10,65,E-Commerce,5.1,80.5,1,37.16
P1808,Ceramic,1836,Low,Yes,Land,2.203,Bio Bubble Wrap,0.62,20,70,Home & Decor,47.5,69.0,1,50.5
P1809,Glass,1965,Low,Yes,Air,2.947,Bio Bubble Wrap,0.57,15,70,Home & Decor,29.77,71.5,1,44.56
P1810,Bioplastic,556,Low,Yes,Air,0.389,Paper Wrap,0.3,80,40,Pharma & Health,90.73,85.0,1,76.47
P1811,Metal,1330,Low,Yes,Sea,2.394,Mushroom Foam,1.72,5,75,Industrial,42.95,14.0,1,32.64
P1812,Glass,1038,Low,Yes,Sea,1.557,Bio Bubble Wrap,0.69,15,70,Home & Decor,62.89,65.5,1,52.99
P1813,Glass,685,High,Yes,Sea,1.028,Bio Bubble Wrap,0.51,15,70,Home & Decor,75.5,74.5,1,59.02
P1814,Ceramic,854,High,Yes,Sea,1.025,Bio Bubble Wrap,0.56,20,70,Home & Decor,75.57,72.0,1,59.67
P1815,Metal,1539,Low,Yes,Sea,2.77,Cornstarch Wrap,1.47,5,55,Industrial,33.98,26.5,1,29.07
P1816,Paper,444,High,Yes,Air,0.4,Paper Wrap,0.19,95,40,Food & Beverage,90.47,90.5,1,81.52
P1817,Paper,121,Medium,Yes,Air,0.109,Paper Wrap,0.33,95,40,Food & Beverage,97.4,83.5,1,81.84
P1818,Bioplastic,1043,Medium,Yes,Sea,0.73,Paper Wrap,0.29,80,40,Pharma & Health,82.6,85.5,1,74.16
P1819,Bioplastic,410,High,Yes,Sea,0.287,Paper Wrap,0.21,80,40,Pharma & Health,93.16,89.5,1,78.32
P1820,Ceramic,1154,Low,Yes,Air,1.385,Bio Bubble Wrap,0.64,20,70,Home & Decor,66.99,68.0,1,56.1
P1821,Metal,424,Medium,No,Land,0.763,Paper Wrap,0.14,5,40,Industrial,81.82,93.0,0,57.05
P1822,Ceramic,1506,High,Yes,Sea,1.807,Bio Bubble Wrap,0.93,20,70,Home & Decor,56.94,53.5,1,49.46
P1823,Plastic,1430,Medium,Yes,Air,3.003,Recycled Cardboard,0.69,10,65,Cosmetics,28.43,65.5,1,40.4
P1824,Bioplastic,1201,Low,Yes,Land,0.841,Paper Wrap,0.29,80,40,Pharma & Health,79.96,85.5,1,73.36
P1825,Glass,751,High,No,Air,1.127,Bio Bubble Wrap,0.87,15,70,Home & Decor,73.14,56.5,0,53.82
P1826,Glass,146,Medium,Yes,Air,0.219,Bio Bubble Wrap,0.53,15,70,Home & Decor,94.78,73.5,1,64.56
P1827,Glass,1214,Low,Yes,Sea,1.821,Bio Bubble Wrap,1.18,15,70,Home & Decor,56.6,41.0,1,44.98
P1828,Plastic,1114,Medium,Yes,Sea,2.339,Recycled Cardboard,0.7,10,65,Cosmetics,44.26,65.0,1,45.03
P1829,Plastic,1938,Low,No,Air,4.07,Recycled Cardboard,0.45,10,65,E-Commerce,3.0,77.5,0,35.78
P1830,Glass,264,Medium,Yes,Air,0.396,Bio Bubble Wrap,1.19,15,70,Home & Decor,90.56,40.5,1,55.04
P1831,Paper,1248,Medium,Yes,Air,1.123,Paper Wrap,0.28,95,40,Food & Beverage,73.24,86.0,1,75.22
P1832,Bioplastic,1346,Medium,Yes,Sea,0.942,Paper Wrap,0.27,80,40,Pharma & Health,77.55,86.5,1,72.89
P1833,Metal,330,Medium,No,Air,0.594,Bio Bubble Wrap,1.02,5,70,Industrial,85.84,49.0,0,53.25
P1834,Glass,1020,High,Yes,Sea,1.53,Bio Bubble Wrap,1.07,15,70,Home & Decor,63.54,46.5,1,48.44
P1835,Bioplastic,1006,Low,No,Land,0.704,Paper Wrap,0.3,80,40,Pharma & Health,83.22,85.0,0,74.22
P1836,Paper,1860,Low,Yes,Sea,1.674,Paper Wrap,0.14,95,40,Food & Beverage,60.1,93.0,1,73.03
P1837,Glass,174,Medium,Yes,Air,0.261,Bio Bubble Wrap,0.74,15,70,Home & Decor,93.78,63.0,1,61.63
P1838,Paper,426,High,Yes,Sea,0.383,Paper Wrap,0.38,95,40,Food & Beverage,90.87,81.0,1,79.26
P1839,Plastic,1010,Low,Yes,Land,2.121,Recycled Cardboard,0.41,10,65,E-Commerce,49.45,79.5,1,50.21
P1840,Metal,1134,Low,Yes,Sea,2.041,Bio Bubble Wrap,0.76,5,70,Industrial,51.36,62.0,1,46.16
P1841,Ceramic,1598,Medium,Yes,Sea,1.918,Bio Bubble Wrap,0.8,20,70,Home & Decor,54.29,60.0,1,50.29
P1842,Bioplastic,295,High,Yes,Air,0.206,Paper Wrap,0.23,80,40,Pharma & Health,95.09,88.5,1,78.65
P1843,Plastic,154,Low,No,Air,0.323,Recycled Cardboard,0.61,10,65,E-Commerce,92.3,69.5,0,60.56
P1844,Glass,534,Low,Yes,Air,0.801,Bio Bubble Wrap,1.16,15,70,Home & Decor,80.91,42.0,1,52.52
P1845,Plastic,1887,Low,Yes,Land,3.963,Recycled Cardboard,0.42,10,65,E-Commerce,5.55,79.0,1,36.92
P1846,Metal,137,Low,Yes,Air,0.247,Mushroom Foam,0.95,5,75,Industrial,94.11,52.5,1,57.61
P1847,Glass,558,High,Yes,Air,0.837,Bio Bubble Wrap,0.64,15,70,Home & Decor,80.05,68.0,1,58.76
P1848,Paper,1441,Medium,Yes,Air,1.297,Paper Wrap,0.37,95,40,Food & Beverage,69.09,81.5,1,72.85
P1849,Bioplastic,115,Low,Yes,Air,0.081,Paper Wrap,0.29,80,40,Pharma & Health,98.07,85.5,1,78.8
P1850,Glass,1520,Medium,Yes,Sea,2.28,Bio Bubble Wrap,0.7,15,70,Home & Decor,45.66,65.0,1,47.7
P1851,Metal,1605,Medium,Yes,Sea,2.889,Minimalist Pouch,0.53,5,50,Industrial,31.15,73.5,1,38.97
P1852,Glass,349,Low,Yes,Sea,0.523,Bio Bubble Wrap,1.1,15,70,Home & Decor,87.54,45.0,1,55.26
P1853,Glass,190,Medium,Yes,Land,0.285,Bio Bubble Wrap,1.09,15,70,Home & Decor,93.21,45.5,1,57.09
P1854,Paper,1221,Low,Yes,Land,1.099,Paper Wrap,0.38,95,40,Food & Beverage,73.81,81.0,1,74.14
P1855,Bioplastic,1526,Low,No,Sea,1.068,Paper Wrap,0.18,80,40,Pharma & Health,74.55,91.0,0,73.11
P1856,Ceramic,526,Medium,Yes,Land,0.631,Bio Bubble Wrap,1.03,20,70,Home & Decor,84.96,48.5,1,56.61
P1857,Paper,1873,Medium,Yes,Air,1.686,Paper Wrap,0.24,95,40,Food & Beverage,59.82,88.0,1,71.7
P1858,Metal,1387,Medium,Yes,Land,2.497,Cornstarch Wrap,1.36,5,55,Industrial,40.49,32.0,1,32.4
P1859,Plastic,519,High,Yes,Sea,1.09,Recycled Cardboard,0.66,10,65,E-Commerce,74.02,67.0,1,54.46
P1860,Metal,1446,Low,Yes,Air,2.603,Recycled Cardboard,0.69,5,65,Industrial,37.96,65.5,1,42.01
P1861,Ceramic,1077,Medium,No,Air,1.292,Bio Bubble Wrap,0.96,20,70,Home & Decor,69.21,52.0,0,52.76
P1862,Metal,441,Medium,No,Land,0.794,Mushroom Foam,1.01,5,75,Industrial,81.08,49.5,0,52.95
P1863,Paper,1180,Low,Yes,Land,1.062,Paper Wrap,0.26,95,40,Food & Beverage,74.69,87.0,1,75.91
P1864,Glass,1148,Medium,No,Sea,1.722,Bio Bubble Wrap,1.19,15,70,Home & Decor,58.96,40.5,0,45.56
P1865,Plastic,778,Medium,No,Land,1.634,Recycled Cardboard,0.77,10,65,Cosmetics,61.06,61.5,0,49.19
P1866,Glass,1207,Low,Yes,Sea,1.81,Bio Bubble Wrap,0.53,15,70,Home & Decor,56.86,73.5,1,53.18
P1867,Ceramic,1022,Low,Yes,Land,1.226,Bio Bubble Wrap,0.62,20,70,Home & Decor,70.78,69.0,1,57.48
P1868,Bioplastic,1167,Low,Yes,Sea,0.817,Paper Wrap,0.14,80,40,Pharma & Health,80.53,93.0,1,75.41
P1869,Metal,1341,High,Yes,Land,2.414,Minimalist Pouch,0.49,5,50,Electronics,42.47,75.5,1,42.87
P1870,Bioplastic,208,Medium,Yes,Air,0.146,Paper Wrap,0.35,80,40,Pharma & Health,96.52,82.5,1,77.58
